date,grp,building_id,site_id
2017-05-18,2,1075,13
2017-05-19,2,1075,13
2017-05-20,2,1075,13
2017-05-21,2,1075,13
2017-05-22,2,1075,13
2017-05-23,2,1075,13
2017-05-24,2,1075,13
2018-04-26,10,1075,13
2018-04-27,10,1075,13
2018-04-28,10,1075,13
2018-04-29,10,1075,13
2018-04-30,10,1075,13
2018-09-28,16,1075,13
2018-09-29,16,1075,13
2018-09-30,16,1075,13
2018-10-01,16,1075,13
2018-10-02,16,1075,13
2018-10-04,18,1075,13
2018-10-05,18,1075,13
2018-10-06,18,1075,13
2018-10-07,18,1075,13
2018-10-08,18,1075,13
2018-09-28,10,1078,13
2018-09-29,10,1078,13
2018-09-30,10,1078,13
2018-10-01,10,1078,13
2018-05-26,2,1080,13
2018-05-27,2,1080,13
2018-05-28,2,1080,13
2018-05-29,2,1080,13
2018-05-30,2,1080,13
2017-12-20,22,1085,13
2017-12-21,22,1085,13
2017-12-22,22,1085,13
2017-12-23,22,1085,13
2017-12-24,22,1085,13
2017-12-25,22,1085,13
2017-12-26,22,1085,13
2017-12-27,22,1085,13
2018-07-02,28,1085,13
2018-07-03,28,1085,13
2018-07-04,28,1085,13
2018-07-05,28,1085,13
2018-07-06,28,1085,13
2018-07-07,28,1085,13
2018-07-08,28,1085,13
2018-07-09,28,1085,13
2017-05-18,2,1091,13
2017-05-19,2,1091,13
2017-05-20,2,1091,13
2017-05-21,2,1091,13
2018-05-13,4,1091,13
2018-05-14,4,1091,13
2018-05-15,4,1091,13
2018-05-16,4,1091,13
2018-05-18,6,1091,13
2018-05-19,6,1091,13
2018-05-20,6,1091,13
2018-05-21,6,1091,13
2018-05-22,6,1091,13
2018-05-23,6,1091,13
2018-06-02,10,1091,13
2018-06-03,10,1091,13
2018-06-04,10,1091,13
2018-06-05,10,1091,13
2018-10-15,4,1097,13
2018-10-16,4,1097,13
2018-10-17,4,1097,13
2018-10-18,4,1097,13
2018-05-14,6,1104,13
2018-05-15,6,1104,13
2018-05-16,6,1104,13
2018-05-17,6,1104,13
2018-05-18,6,1104,13
2018-05-19,6,1104,13
2018-05-20,6,1104,13
2018-07-17,24,1104,13
2018-07-18,24,1104,13
2018-07-19,24,1104,13
2018-07-20,24,1104,13
2018-07-21,24,1104,13
2018-07-22,24,1104,13
2018-07-23,24,1104,13
2018-07-24,24,1104,13
2018-07-25,24,1104,13
2018-07-26,24,1104,13
2018-07-31,26,1104,13
2018-08-01,26,1104,13
2018-08-02,26,1104,13
2018-08-03,26,1104,13
2018-08-04,26,1104,13
2018-08-05,26,1104,13
2018-08-06,26,1104,13
2018-08-07,26,1104,13
2018-08-08,26,1104,13
2018-08-09,26,1104,13
2018-08-10,26,1104,13
2018-08-11,26,1104,13
2018-08-12,26,1104,13
2018-08-13,26,1104,13
2018-08-14,26,1104,13
2018-08-15,26,1104,13
2018-08-16,26,1104,13
2018-08-17,26,1104,13
2018-08-18,26,1104,13
2018-08-19,26,1104,13
2018-08-20,26,1104,13
2018-08-21,26,1104,13
2018-08-22,26,1104,13
2018-08-23,26,1104,13
2018-08-24,26,1104,13
2018-08-25,26,1104,13
2018-08-26,26,1104,13
2018-08-27,26,1104,13
2018-08-28,26,1104,13
2018-08-29,26,1104,13
2018-08-30,26,1104,13
2018-08-31,26,1104,13
2018-09-01,26,1104,13
2018-09-02,26,1104,13
2018-09-03,26,1104,13
2018-09-04,26,1104,13
2018-09-05,26,1104,13
2018-09-06,26,1104,13
2018-09-07,26,1104,13
2018-09-08,26,1104,13
2018-09-09,26,1104,13
2018-09-14,30,1104,13
2018-09-15,30,1104,13
2018-09-16,30,1104,13
2018-09-17,30,1104,13
2018-05-04,8,1107,13
2018-05-05,8,1107,13
2018-05-06,8,1107,13
2018-05-07,8,1107,13
2018-05-08,8,1107,13
2018-05-09,8,1107,13
2018-05-14,10,1107,13
2018-05-15,10,1107,13
2018-05-16,10,1107,13
2018-05-17,10,1107,13
2018-05-18,10,1107,13
2018-05-19,10,1107,13
2018-05-21,12,1107,13
2018-05-22,12,1107,13
2018-05-23,12,1107,13
2018-05-24,12,1107,13
2018-05-25,12,1107,13
2018-05-26,12,1107,13
2018-05-27,12,1107,13
2018-05-28,12,1107,13
2018-05-29,12,1107,13
2018-05-30,12,1107,13
2018-05-31,12,1107,13
2018-06-01,12,1107,13
2018-06-02,12,1107,13
2018-06-03,12,1107,13
2018-06-04,12,1107,13
2018-06-05,12,1107,13
2018-06-06,12,1107,13
2018-06-07,12,1107,13
2018-06-08,12,1107,13
2018-06-09,12,1107,13
2018-06-10,12,1107,13
2018-06-11,12,1107,13
2018-06-12,12,1107,13
2018-06-13,12,1107,13
2018-06-14,12,1107,13
2018-06-15,12,1107,13
2018-06-16,12,1107,13
2018-06-17,12,1107,13
2018-06-18,12,1107,13
2018-06-19,12,1107,13
2018-06-20,12,1107,13
2018-06-21,12,1107,13
2018-06-22,12,1107,13
2018-06-23,12,1107,13
2018-06-24,12,1107,13
2018-06-25,12,1107,13
2018-06-26,12,1107,13
2018-06-27,12,1107,13
2018-06-28,12,1107,13
2018-06-29,12,1107,13
2018-06-30,12,1107,13
2018-07-01,12,1107,13
2018-07-02,12,1107,13
2018-07-03,12,1107,13
2018-07-04,12,1107,13
2018-07-05,12,1107,13
2018-07-06,12,1107,13
2018-07-07,12,1107,13
2018-07-08,12,1107,13
2018-07-09,12,1107,13
2018-07-10,12,1107,13
2018-07-11,12,1107,13
2018-07-12,12,1107,13
2018-07-13,12,1107,13
2018-07-14,12,1107,13
2018-07-15,12,1107,13
2018-07-16,12,1107,13
2018-07-17,12,1107,13
2018-07-18,12,1107,13
2018-07-19,12,1107,13
2018-07-20,12,1107,13
2018-09-18,16,1107,13
2018-09-19,16,1107,13
2018-09-20,16,1107,13
2018-09-21,16,1107,13
2018-09-22,16,1107,13
2018-09-23,16,1107,13
2018-09-24,16,1107,13
2018-11-05,8,1111,13
2018-11-06,8,1111,13
2018-11-07,8,1111,13
2018-11-08,8,1111,13
2018-11-09,8,1111,13
2018-11-10,8,1111,13
2018-11-12,10,1111,13
2018-11-13,10,1111,13
2018-11-14,10,1111,13
2018-11-15,10,1111,13
2018-11-17,12,1111,13
2018-11-18,12,1111,13
2018-11-19,12,1111,13
2018-11-20,12,1111,13
2018-11-21,12,1111,13
2018-11-22,12,1111,13
2018-11-23,12,1111,13
2018-11-24,12,1111,13
2018-11-25,12,1111,13
2018-11-26,12,1111,13
2018-11-27,12,1111,13
2018-11-28,12,1111,13
2018-11-29,12,1111,13
2018-11-30,12,1111,13
2018-12-01,12,1111,13
2018-12-02,12,1111,13
2018-12-03,12,1111,13
2018-12-04,12,1111,13
2018-12-05,12,1111,13
2018-12-06,12,1111,13
2018-12-07,12,1111,13
2018-12-08,12,1111,13
2018-12-09,12,1111,13
2018-12-10,12,1111,13
2018-12-11,12,1111,13
2018-12-12,12,1111,13
2018-12-13,12,1111,13
2018-12-14,12,1111,13
2018-12-15,12,1111,13
2018-12-16,12,1111,13
2018-12-17,12,1111,13
2018-12-18,12,1111,13
2018-12-19,12,1111,13
2018-12-20,12,1111,13
2018-12-21,12,1111,13
2018-12-22,12,1111,13
2018-12-23,12,1111,13
2018-12-24,12,1111,13
2018-12-25,12,1111,13
2018-12-26,12,1111,13
2018-12-27,12,1111,13
2018-12-28,12,1111,13
2018-12-29,12,1111,13
2018-12-30,12,1111,13
2018-11-01,10,1116,13
2018-11-02,10,1116,13
2018-11-03,10,1116,13
2018-11-04,10,1116,13
2018-11-05,10,1116,13
2018-11-06,10,1116,13
2018-11-07,10,1116,13
2018-11-08,10,1116,13
2018-11-09,10,1116,13
2018-11-10,10,1116,13
2018-11-11,10,1116,13
2017-06-09,2,1124,13
2017-06-10,2,1124,13
2017-06-11,2,1124,13
2017-06-12,2,1124,13
2017-06-13,2,1124,13
2017-06-14,2,1124,13
2017-06-15,2,1124,13
2017-06-16,2,1124,13
2017-06-17,2,1124,13
2017-06-18,2,1124,13
2017-06-19,2,1124,13
2017-06-20,2,1124,13
2017-06-21,2,1124,13
2017-06-22,2,1124,13
2017-06-23,2,1124,13
2017-06-24,2,1124,13
2017-06-25,2,1124,13
2017-06-26,2,1124,13
2017-06-27,2,1124,13
2017-06-28,2,1124,13
2017-06-29,2,1124,13
2017-06-30,2,1124,13
2017-07-01,2,1124,13
2017-07-02,2,1124,13
2017-07-03,2,1124,13
2017-07-04,2,1124,13
2017-07-05,2,1124,13
2017-07-06,2,1124,13
2017-07-13,4,1124,13
2017-07-14,4,1124,13
2017-07-15,4,1124,13
2017-07-16,4,1124,13
2017-07-17,4,1124,13
2017-07-18,4,1124,13
2017-07-19,4,1124,13
2017-07-20,4,1124,13
2017-07-21,4,1124,13
2017-07-22,4,1124,13
2017-07-23,4,1124,13
2017-07-24,4,1124,13
2017-07-25,4,1124,13
2017-07-26,4,1124,13
2018-01-31,2,1143,13
2018-02-01,2,1143,13
2018-02-02,2,1143,13
2018-02-03,2,1143,13
2018-02-04,2,1143,13
2018-02-05,2,1143,13
2018-02-06,2,1143,13
2018-02-07,2,1143,13
2018-02-08,2,1143,13
2018-02-09,2,1143,13
2018-02-10,2,1143,13
2018-02-11,2,1143,13
2018-02-12,2,1143,13
2018-02-13,2,1143,13
2018-02-14,2,1143,13
2018-02-15,2,1143,13
2018-02-16,2,1143,13
2018-02-17,2,1143,13
2018-02-18,2,1143,13
2018-02-19,2,1143,13
2018-02-20,2,1143,13
2018-02-21,2,1143,13
2018-02-22,2,1143,13
2018-02-23,2,1143,13
2018-02-24,2,1143,13
2018-02-25,2,1143,13
2018-02-26,2,1143,13
2018-02-27,2,1143,13
2018-02-28,2,1143,13
2018-03-01,2,1143,13
2018-03-02,2,1143,13
2018-03-03,2,1143,13
2018-03-04,2,1143,13
2018-03-05,2,1143,13
2018-03-06,2,1143,13
2018-03-07,2,1143,13
2018-03-08,2,1143,13
2018-03-09,2,1143,13
2018-03-10,2,1143,13
2018-03-11,2,1143,13
2018-03-12,2,1143,13
2018-03-13,2,1143,13
2018-03-14,2,1143,13
2018-03-15,2,1143,13
2018-03-16,2,1143,13
2018-03-17,2,1143,13
2018-03-18,2,1143,13
2018-03-19,2,1143,13
2018-03-20,2,1143,13
2018-03-21,2,1143,13
2018-03-22,2,1143,13
2018-03-23,2,1143,13
2018-03-24,2,1143,13
2018-03-25,2,1143,13
2018-03-26,2,1143,13
2018-03-27,2,1143,13
2018-03-28,2,1143,13
2018-03-29,2,1143,13
2018-03-30,2,1143,13
2018-03-31,2,1143,13
2018-04-01,2,1143,13
2018-04-02,2,1143,13
2018-04-03,2,1143,13
2018-04-04,2,1143,13
2018-04-05,2,1143,13
2018-04-06,2,1143,13
2018-04-07,2,1143,13
2018-04-08,2,1143,13
2018-04-09,2,1143,13
2018-04-10,2,1143,13
2018-04-11,2,1143,13
2018-04-12,2,1143,13
2018-04-13,2,1143,13
2018-04-14,2,1143,13
2018-04-15,2,1143,13
2018-04-16,2,1143,13
2018-04-17,2,1143,13
2018-04-18,2,1143,13
2018-04-19,2,1143,13
2018-04-20,2,1143,13
2018-04-21,2,1143,13
2018-05-03,6,1150,13
2018-05-04,6,1150,13
2018-05-05,6,1150,13
2018-05-06,6,1150,13
2018-05-07,6,1150,13
2018-05-08,6,1150,13
2018-05-09,6,1150,13
2018-05-10,6,1150,13
2018-05-16,10,1150,13
2018-05-17,10,1150,13
2018-05-18,10,1150,13
2018-05-19,10,1150,13
2018-05-20,10,1150,13
2018-05-21,10,1150,13
2018-08-20,32,1150,13
2018-08-21,32,1150,13
2018-08-22,32,1150,13
2018-08-23,32,1150,13
2018-08-24,32,1150,13
2018-08-25,32,1150,13
2018-08-26,32,1150,13
2018-08-27,32,1150,13
2018-08-28,32,1150,13
2018-09-02,36,1150,13
2018-09-03,36,1150,13
2018-09-04,36,1150,13
2018-09-05,36,1150,13
2018-09-06,36,1150,13
2018-09-07,36,1150,13
2018-09-11,38,1150,13
2018-09-12,38,1150,13
2018-09-13,38,1150,13
2018-09-14,38,1150,13
2018-09-15,38,1150,13
2018-09-16,38,1150,13
2018-09-17,38,1150,13
2018-09-18,38,1150,13
2017-06-10,18,1158,13
2017-06-11,18,1158,13
2017-06-12,18,1158,13
2017-06-13,18,1158,13
2017-06-14,18,1158,13
2017-06-15,18,1158,13
2017-06-29,26,1158,13
2017-06-30,26,1158,13
2017-07-01,26,1158,13
2017-07-02,26,1158,13
2017-07-03,26,1158,13
2017-07-08,30,1158,13
2017-07-09,30,1158,13
2017-07-10,30,1158,13
2017-07-11,30,1158,13
2017-07-12,30,1158,13
2017-07-13,30,1158,13
2017-09-30,40,1158,13
2017-10-01,40,1158,13
2017-10-02,40,1158,13
2017-10-03,40,1158,13
2018-03-12,50,1158,13
2018-03-13,50,1158,13
2018-03-14,50,1158,13
2018-03-15,50,1158,13
2018-05-22,56,1158,13
2018-05-23,56,1158,13
2018-05-24,56,1158,13
2018-05-25,56,1158,13
2018-05-26,56,1158,13
2018-05-27,56,1158,13
2018-05-28,56,1158,13
2018-05-29,56,1158,13
2018-05-30,56,1158,13
2017-05-26,6,1162,13
2017-05-27,6,1162,13
2017-05-28,6,1162,13
2017-05-29,6,1162,13
2017-06-11,12,1162,13
2017-06-12,12,1162,13
2017-06-13,12,1162,13
2017-06-14,12,1162,13
