date,grp,building_id,site_id
2017-05-29,8,1075,13
2017-05-30,8,1075,13
2017-05-31,8,1075,13
2017-06-01,8,1075,13
2017-10-09,12,1075,13
2017-10-10,12,1075,13
2017-10-11,12,1075,13
2017-10-12,12,1075,13
2017-10-13,12,1075,13
2017-10-14,12,1075,13
2018-05-10,32,1075,13
2018-05-11,32,1075,13
2018-05-12,32,1075,13
2018-05-13,32,1075,13
2018-09-25,38,1075,13
2018-09-26,38,1075,13
2018-09-27,38,1075,13
2018-09-28,38,1075,13
2018-09-29,38,1075,13
2018-09-30,38,1075,13
2018-10-01,38,1075,13
2018-10-02,38,1075,13
2018-05-10,24,1078,13
2018-05-11,24,1078,13
2018-05-12,24,1078,13
2018-05-13,24,1078,13
2017-08-01,20,1080,13
2017-08-02,20,1080,13
2017-08-03,20,1080,13
2017-08-04,20,1080,13
2018-06-22,54,1080,13
2018-06-23,54,1080,13
2018-06-24,54,1080,13
2018-06-25,54,1080,13
2018-06-26,54,1080,13
2018-06-27,54,1080,13
2018-06-28,54,1080,13
2018-06-29,54,1080,13
2018-07-01,56,1080,13
2018-07-02,56,1080,13
2018-07-03,56,1080,13
2018-07-04,56,1080,13
2018-07-08,58,1080,13
2018-07-09,58,1080,13
2018-07-10,58,1080,13
2018-07-11,58,1080,13
2018-07-12,58,1080,13
2017-06-16,6,1085,13
2017-06-17,6,1085,13
2017-06-18,6,1085,13
2017-06-19,6,1085,13
2018-06-28,96,1085,13
2018-06-29,96,1085,13
2018-06-30,96,1085,13
2018-07-01,96,1085,13
2018-07-02,96,1085,13
2018-07-03,96,1085,13
2018-07-04,96,1085,13
2018-07-05,96,1085,13
2018-07-06,96,1085,13
2018-07-13,100,1085,13
2018-07-14,100,1085,13
2018-07-15,100,1085,13
2018-07-16,100,1085,13
2018-07-17,100,1085,13
2018-05-17,16,1091,13
2018-05-18,16,1091,13
2018-05-19,16,1091,13
2018-05-20,16,1091,13
2018-05-21,16,1091,13
2018-05-22,16,1091,13
2018-05-23,16,1091,13
2018-05-24,16,1091,13
2018-06-01,18,1091,13
2018-06-02,18,1091,13
2018-06-03,18,1091,13
2018-06-04,18,1091,13
2018-06-05,18,1091,13
2018-06-21,26,1091,13
2018-06-22,26,1091,13
2018-06-23,26,1091,13
2018-06-24,26,1091,13
2018-07-24,38,1091,13
2018-07-25,38,1091,13
2018-07-26,38,1091,13
2018-07-27,38,1091,13
2018-07-28,38,1091,13
2018-07-29,38,1091,13
2018-07-30,38,1091,13
2018-10-13,8,1097,13
2018-10-14,8,1097,13
2018-10-15,8,1097,13
2018-10-16,8,1097,13
2018-10-17,8,1097,13
